print_id,card_number,name_ja,tags,ko_name,ko_text,ko_memo
35,hSD10-007,綺々羅々ヴィヴィ,"#DEV_IS, #FLOW GLOW",,,
31,hSD10-008,綺々羅々ヴィヴィ,"#DEV_IS, #FLOW GLOW",,,
39,hSD10-009,綺々羅々ヴィヴィ,"#DEV_IS, #FLOW GLOW",,,
866,hSD10-010,響咲リオナ,"#DEV_IS, #FLOW GLOW",,,
869,hSD10-011,WHAT'S UP!!!!! KEEEEEP GROWING!!!!!,,,,
868,hSD10-012,FLOW GLOW,,,,
870,hSD10-013,ふぐ太郎,,,,
21,hSD11-001,虎金妃笑虎,,,,
23,hSD11-002,虎金妃笑虎,"#DEV_IS, #FLOW GLOW",,,
24,hSD11-003,虎金妃笑虎,"#DEV_IS, #FLOW GLOW",,,
25,hSD11-004,虎金妃笑虎,"#DEV_IS, #FLOW GLOW",,,
26,hSD11-005,虎金妃笑虎,"#DEV_IS, #FLOW GLOW",,,
27,hSD11-006,虎金妃笑虎,"#DEV_IS, #FLOW GLOW",,,
28,hSD11-007,水宮枢,"#DEV_IS, #FLOW GLOW",,,
29,hSD11-008,水宮枢,"#DEV_IS, #FLOW GLOW",,,
30,hSD11-009,水宮枢,"#DEV_IS, #FLOW GLOW",,,
876,hY01-001,白エール,,,,
1706,hY01-002,白エール,,,,
1692,hY01-003,白エール,,,,
1696,hY01-004,白エール,,,,
1704,hY01-005,白エール,,,,
1687,hY01-006,白エール,,,,
1683,hY01-007,白エール,,,,
1705,hY01-009,白エール,,,,
1672,hY01-010,白エール,,,,
873,hY02-001,緑エール,,,,
1700,hY02-002,緑エール,,,,
1695,hY02-003,緑エール,,,,
1714,hY02-004,緑エール,,,,
1688,hY02-005,緑エール,,,,
1680,hY02-006,緑エール,,,,
1711,hY02-007,緑エール,,,,
1674,hY02-008,緑エール,,,,
877,hY03-001,赤エール,,,,
1701,hY03-002,赤エール,,,,
1697,hY03-003,赤エール,,,,
1690,hY03-004,赤エール,,,,
1710,hY03-005,赤エール,,,,
1708,hY03-006,赤エール,,,,
1707,hY03-007,赤エール,,,,
1709,hY03-008,赤エール,,,,
1684,hY03-009,赤エール,,,,
1712,hY03-011,赤エール,,,,
1713,hY03-012,赤エール,,,,
1676,hY03-013,赤エール,,,,
878,hY04-001,青エール,,,,
1702,hY04-002,青エール,,,,
1694,hY04-003,青エール,,,,
1715,hY04-004,青エール,,,,
1691,hY04-005,青エール,,,,
1681,hY04-006,青エール,,,,
1686,hY04-007,青エール,,,,
1716,hY04-009,青エール,,,,
1682,hY04-010,青エール,,,,
880,hY05-001,紫エール,,,,
1703,hY05-002,紫エール,,,,
1698,hY05-003,紫エール,,,,
1689,hY05-004,紫エール,,,,
1679,hY05-005,紫エール,,,,
1717,hY05-007,紫エール,,,,
1677,hY05-008,紫エール,,,,
879,hY06-001,黄エール,,,,
1699,hY06-002,黄エール,,,,
1718,hY06-003,黄エール,,,,
1693,hY06-004,黄エール,,,,
1685,hY06-005,黄エール,,,,
1719,hY06-006,黄エール,,,,
1678,hY06-007,黄エール,,,,
875,hYS01-001,七詩ムメイ,,,,
871,hYS01-002,兎田ぺこら,,,,
872,hYS01-003,小鳥遊キアラ,,,,
874,hYS01-004,星街すいせい,,,,
